score	name	city	state
4.8	 Rosa's Pizza	 New York	 NY
5.4	 Otto Enoteca Pizzeria	 New York	 NY
6.8	 DJ Pizza	 New York	 NY
7.4	 Famous Famiglia Pizzeria	 New York	 NY
9.3	 Lazzara's Pizza	 New York	 NY
7.8	 Pizza Paradise	 New York	 NY
3.8	 Frank's Pizza	 New York	 NY
1.2	 Catfish Biff's Pizza & Subs	 Columbus	 OH
0.0	 Dante's Inferno	 Cleveland	 OH
6.8	 PN Wood Fired Pizza	 New York	 NY
8.2	 Rocco's Pizza	 New York	 NY
8.0	 La Pizza & La Pasta at Eatal...	 New York	 NY
8.0	 Roberta's	 Brooklyn	 NY
3.9	 Don Pepi Pizza	 New York	 NY
7.3	 Tappo	 New York	 NY
6.2	 Cafe Rustico II	 New York	 NY
5.9	 Chelsea Pizza 23	 New York	 NY
8.5	 Bella Napoli	 New York	 NY
7.8	 Waldy's Wood Fired Pizza & P...	 New York	 NY
7.2	 Empire Pizza	 New York	 NY
5.9	 2 Bros Pizza	 New York	 NY
6.4	 Broadway Pizza	 New York	 NY
8.6	 Pi Pizzeria	 Nantucket	 MA
8.2	 NY Pizza Suprema	 New York	 NY
5.8	 Home Slice Pizza	 Austin	 TX
7.8	 Acquolina	 San Francisco	 CA
9.4	 Frank Pepe Pizzeria Napoleta...	 Chestnut Hill	 MA
6.8	 Imperial Pizza	 Buffalo	 NY
10	 Monte's Restaurant	 Lynn	 MA
7.6	 Poopsie's	 Pembroke	 MA
8.2	 Pope's Italian Restaurant	 Saratoga Springs	 NY
8.0	 Steamboat Wharf Pizza	 Nantucket	 MA
9.2	 Rosie's Pizzeria	 Braintree	 MA
5.8	 Pushcart Pizzeria	 Boston	 MA
8.2	 Bianchi's Pizza	 Revere	 MA
8.5	 Tony's Place	 West Roxbury	 MA
8.5	 Cape Cod Cafe	 Brockton	 MA
8.0	 Lynwood Cafe	 Randolph	 MA
9.0	 Town Spa Pizza	 Stoughton	 MA
